REF_AREA;QUARTER;GDP_PER_CAPITA_USD_PPP;OBS_STATUS;REF_YEAR_PRICE;UNE_RATE_PCT;GDP_GROWTH_QOQ_PCT;UNE_CHANGE_QOQ_PP;GDP_LAG_1Q;UNE_LAG_1Q;GDP_LAG_2Q;UNE_LAG_2Q;GDP_ROLLING_4Q;UNE_ROLLING_4Q;GDP_GROWTH_YOY_PCT;UNE_CHANGE_YOY_PP;OBS_STATUS_ENC;QUARTER_IDX;YEAR;COUNTRY_IDX;GDP_GROUP;GDP_GROUP_ENC
DEU;2025Q2;61179.7;P;2020.0;3.7000000000000006;-0.16677028616933764;0.1333333333333342;61281.9;3.5666666666666664;61049.6;3.4333333333333336;61116.65;3.5250000000000004;0.35957710320617675;0.3000000000000007;1;9;2025;9;HIGH;1
DEU;2025Q3;61174.6;P;2020.0;3.7999999999999994;-0.008336098411720894;0.09999999999999876;61179.7;3.7000000000000006;61281.9;3.5666666666666664;61171.45;3.625;0.35960718820644555;0.39999999999999947;1;10;2025;9;HIGH;1
DEU;2025Q4;61338.4;P;2020.0;3.9;0.2677581872214896;0.10000000000000053;61174.6;3.7999999999999994;61179.7;3.7000000000000006;61243.65;3.7416666666666667;0.473057972533808;0.46666666666666634;1;11;2025;9;HIGH;1
DNK;2023Q1;66756.9;A;2020.0;4.8;;;;;;;;;;;2;0;2023;10;HIGH;1
DNK;2023Q2;65687.6;A;2020.0;4.8;-1.6017819880791206;0.0;66756.9;4.8;;;66222.25;4.8;;;2;1;2023;10;HIGH;1
DNK;2023Q3;65465.1;A;2020.0;4.833333333333333;-0.33872450812635346;0.033333333333333215;65687.6;4.8;66756.9;4.8;65969.86666666667;4.811111111111111;;;2;2;2023;10;HIGH;1
DNK;2023Q4;66635.5;A;2020.0;6.033333333333334;1.7878228246806405;1.200000000000001;65465.1;4.833333333333333;65687.6;4.8;66136.275;5.116666666666667;;;2;3;2023;10;HIGH;1
DNK;2024Q1;67010.8;A;2020.0;5.8;0.5632133022188013;-0.23333333333333428;66635.5;6.033333333333334;65465.1;4.833333333333333;66199.75;5.366666666666666;0.3803352162847773;1.0;2;4;2024;10;HIGH;1
DNK;2024Q2;68103.3;A;2020.0;6.066666666666666;1.630334214783291;0.2666666666666666;67010.8;5.8;66635.5;6.033333333333334;66803.675;5.683333333333333;3.677558625981159;1.2666666666666666;2;5;2024;10;HIGH;1
DNK;2024Q3;68337.1;A;2020.0;6.3;0.3433020132651565;0.2333333333333334;68103.3;6.066666666666666;67010.8;5.8;67521.675;6.05;4.3870703626818;1.4666666666666668;2;6;2024;10;HIGH;1
DNK;2024Q4;68970.3;A;2020.0;6.6000000000000005;0.9265830712746004;0.3000000000000007;68337.1;6.3;68103.3;6.066666666666666;68105.375;6.191666666666666;3.503838044285712;0.5666666666666664;2;7;2024;10;HIGH;1
DNK;2025Q1;68401.6;A;2020.0;6.366666666666667;-0.8245578169153944;-0.2333333333333334;68970.3;6.6000000000000005;68337.1;6.3;68453.07500000001;6.333333333333334;2.07548633951542;0.5666666666666673;2;8;2025;10;HIGH;1
DNK;2025Q2;69066.1;A;2020.0;6.266666666666667;0.971468503660744;-0.10000000000000053;68401.6;6.366666666666667;68970.3;6.6000000000000005;68693.77500000001;6.383333333333334;1.4137347235743336;0.20000000000000018;2;9;2025;10;HIGH;1
DNK;2025Q3;70625.1;A;2020.0;6.3999999999999995;2.257257902212517;0.13333333333333286;69066.1;6.266666666666667;68401.6;6.366666666666667;69265.77500000001;6.408333333333333;3.3481081286738767;0.09999999999999964;2;10;2025;10;HIGH;1
DNK;2025Q4;70859.2;A;2020.0;6.466666666666666;0.3314685572126441;0.06666666666666643;70625.1;6.3999999999999995;69066.1;6.266666666666667;69738.0;6.375;2.738715070109876;-0.13333333333333464;2;11;2025;10;HIGH;1
ESP;2023Q1;44641.2;P;2020.0;12.833333333333334;;;;;;;;;;;1;0;2023;11;LOW;0
ESP;2023Q2;44618.6;P;2020.0;12.0;-0.050625879232635285;-0.8333333333333339;44641.2;12.833333333333334;;;44629.899999999994;12.416666666666668;;;1;1;2023;11;LOW;0
ESP;2023Q3;44840.1;P;2020.0;12.0;0.4964297400635642;0.0;44618.6;12.0;44641.2;12.833333333333334;44699.96666666667;12.277777777777779;;;1;2;2023;11;LOW;0
ESP;2023Q4;45050.2;P;2020.0;11.966666666666667;0.4685538167845227;-0.033333333333333215;44840.1;12.0;44618.6;12.0;44787.524999999994;12.2;;;1;3;2023;11;LOW;0
ESP;2024Q1;45432.5;P;2020.0;11.766666666666666;0.8486088851991758;-0.20000000000000107;45050.2;11.966666666666667;44840.1;12.0;44985.34999999999;11.933333333333334;1.772577798087882;-1.0666666666666682;1;4;2024;11;LOW;0
ESP;2024Q2;45757.3;P;2020.0;11.566666666666668;0.7149067297639311;-0.1999999999999975;45432.5;11.766666666666666;45050.2;11.966666666666667;45270.025;11.825;2.55207469530645;-0.4333333333333318;1;5;2024;11;LOW;0
ESP;2024Q3;45994.1;P;2020.0;11.266666666666666;0.5175130525620908;-0.3000000000000025;45757.3;11.566666666666668;45432.5;11.766666666666666;45558.525;11.641666666666666;2.5735892649659586;-0.7333333333333343;1;6;2024;11;LOW;0
ESP;2024Q4;46242.8;P;2020.0;10.833333333333334;0.5407215273263377;-0.4333333333333318;45994.1;11.266666666666666;45757.3;11.566666666666668;45856.675;11.358333333333333;2.6472690465303206;-1.1333333333333329;1;7;2024;11;LOW;0
ESP;2025Q1;46396.1;P;2020.0;10.833333333333334;0.33151106766891036;0.0;46242.8;10.833333333333334;45994.1;11.266666666666666;46097.575000000004;11.125000000000002;2.1209486601001526;-0.9333333333333318;1;8;2025;11;LOW;0
ESP;2025Q2;46627.1;P;2020.0;10.566666666666666;0.49788667581973645;-0.2666666666666675;46396.1;10.833333333333334;46242.8;10.833333333333334;46315.025;10.875;1.9008988729667164;-1.0000000000000018;1;9;2025;11;LOW;0
ESP;2025Q3;46814.7;P;2020.0;10.5;0.4023411277990663;-0.06666666666666643;46627.1;10.566666666666666;46396.1;10.833333333333334;46520.174999999996;10.683333333333334;1.7841418790671026;-0.7666666666666657;1;10;2025;11;LOW;0
ESP;2025Q4;47028.1;P;2020.0;10.2;0.45583972555629515;-0.3000000000000007;46814.7;10.5;46627.1;10.566666666666666;46716.5;10.525;1.6982103159843165;-0.6333333333333346;1;11;2025;11;LOW;0
EST;2023Q1;41294.0;A;2020.0;5.466666666666666;;;;;;;;;;;2;0;2023;12;LOW;0
EST;2023Q2;41209.3;A;2020.0;6.766666666666667;-0.20511454448587374;1.3000000000000007;41294.0;5.466666666666666;;;41251.65;6.116666666666666;;;2;1;2023;12;LOW;0
EST;2023Q3;41037.0;A;2020.0;7.1000000000000005;-0.418109504407993;0.3333333333333339;41209.3;6.766666666666667;41294.0;5.466666666666666;41180.1;6.444444444444444;;;2;2;2023;12;LOW;0
EST;2023Q4;41168.0;A;2020.0;6.3999999999999995;0.31922411482321333;-0.7000000000000011;41037.0;7.1000000000000005;41209.3;6.766666666666667;41177.075;6.433333333333334;;;2;3;2023;12;LOW;0
EST;2024Q1;41073.2;A;2020.0;7.666666666666667;-0.23027594247960748;1.2666666666666675;41168.0;6.3999999999999995;41037.0;7.1000000000000005;41121.875;6.983333333333333;-0.5347023780694626;2.200000000000001;2;4;2024;12;LOW;0
EST;2024Q2;40838.0;A;2020.0;7.633333333333333;-0.5726361715181594;-0.0333333333333341;41073.2;7.666666666666667;41168.0;6.3999999999999995;41029.05;7.199999999999999;-0.9010102088606309;0.8666666666666663;2;5;2024;12;LOW;0
EST;2024Q3;40810.5;A;2020.0;7.7;-0.06733924286204118;0.06666666666666732;40838.0;7.633333333333333;41073.2;7.666666666666667;40972.425;7.35;-0.5519409313546331;0.5999999999999996;2;6;2024;12;LOW;0
EST;2024Q4;40814.5;A;2020.0;7.533333333333334;0.009801399149722556;-0.16666666666666607;40810.5;7.7;40838.0;7.633333333333333;40884.05;7.633333333333334;-0.8586766420520808;1.1333333333333346;2;7;2024;12;LOW;0
EST;2025Q1;40963.7;A;2020.0;8.166666666666666;0.3655563586470345;0.633333333333332;40814.5;7.533333333333334;40810.5;7.7;40856.675;7.758333333333334;-0.26659719719914765;0.4999999999999991;2;8;2025;12;LOW;0
EST;2025Q2;41249.3;A;2020.0;7.7;0.6972026452688684;-0.4666666666666659;40963.7;8.166666666666666;40814.5;7.533333333333334;40959.5;7.775;1.007150203242091;0.06666666666666732;2;9;2025;12;LOW;0
EST;2025Q3;41344.7;A;2020.0;7.3999999999999995;0.23127665196740477;-0.3000000000000007;41249.3;7.7;40963.7;8.166666666666666;41093.05;7.699999999999999;1.3089768564462423;-0.3000000000000007;2;10;2025;12;LOW;0
EST;2025Q4;41451.5;A;2020.0;6.566666666666666;0.25831605985773276;-0.833333333333333;41344.7;7.3999999999999995;41249.3;7.7;41252.3;7.458333333333334;1.560719842212932;-0.9666666666666677;2;11;2025;12;LOW;0
FIN;2023Q1;54420.2;A;2020.0;6.766666666666667;;;;;;;;;;;2;0;2023;13;HIGH;1
FIN;2023Q2;54559.1;A;2020.0;7.133333333333333;0.2552361071807896;0.36666666666666625;54420.2;6.766666666666667;;;54489.649999999994;6.949999999999999;;;2;1;2023;13;HIGH;1
FIN;2023Q3;53583.4;A;2020.0;7.433333333333334;-1.7883359512895103;0.3000000000000007;54559.1;7.133333333333333;54420.2;6.766666666666667;54187.56666666667;7.111111111111111;;;2;2;2023;13;HIGH;1
FIN;2023Q4;53296.1;A;2020.0;7.533333333333334;-0.5361735164248649;0.10000000000000053;53583.4;7.433333333333334;54559.1;7.133333333333333;53964.7;7.216666666666667;;;2;3;2023;13;HIGH;1
FIN;2024Q1;53634.5;A;2020.0;7.966666666666666;0.6349432697702051;0.4333333333333318;53296.1;7.533333333333334;53583.4;7.433333333333334;53768.274999999994;7.516666666666667;-1.4437653665366867;1.1999999999999993;2;4;2024;13;HIGH;1
FIN;2024Q2;53732.3;A;2020.0;8.3;0.18234531877803217;0.3333333333333348;53634.5;7.966666666666666;53296.1;7.533333333333334;53561.575000000004;7.808333333333334;-1.5154208922067869;1.1666666666666679;2;5;2024;13;HIGH;1
FIN;2024Q3;53916.7;A;2020.0;8.5;0.34318277832885435;0.1999999999999993;53732.3;8.3;53634.5;7.966666666666666;53644.9;8.075;0.6220209990407399;1.0666666666666664;2;6;2024;13;HIGH;1
FIN;2024Q4;53701.1;A;2020.0;8.799999999999999;-0.39987610517705496;0.29999999999999893;53916.7;8.5;53732.3;8.3;53746.15;8.391666666666666;0.7599055090334872;1.2666666666666648;2;7;2024;13;HIGH;1
FIN;2025Q1;53745.3;A;2020.0;9.266666666666666;0.0823074387675593;0.4666666666666668;53701.1;8.799999999999999;53916.7;8.5;53773.850000000006;8.716666666666667;0.20658344908595083;1.2999999999999998;2;8;2025;13;HIGH;1
FIN;2025Q2;53595.5;A;2020.0;9.299999999999999;-0.27872204639289855;0.033333333333333215;53745.3;9.266666666666666;53701.1;8.799999999999999;53739.649999999994;8.966666666666665;-0.2545954667862782;0.9999999999999982;2;9;2025;13;HIGH;1
FIN;2025Q3;53514.9;A;2020.0;9.933333333333332;-0.1503857599985059;0.6333333333333329;53595.5;9.299999999999999;53745.3;9.266666666666666;53639.200000000004;9.325;-0.7452236505572363;1.4333333333333318;2;10;2025;13;HIGH;1
FIN;2025Q4;53627.5;A;2020.0;10.433333333333334;0.21040868991626382;0.5000000000000018;53514.9;9.933333333333332;53595.5;9.299999999999999;53620.8;9.733333333333333;-0.13705492066270475;1.6333333333333346;2;11;2025;13;HIGH;1
FRA;2023Q1;54055.1;A;2020.0;7.099999999999999;;;;;;;;;;;2;0;2023;14;HIGH;1
FRA;2023Q2;54524.3;A;2020.0;7.3;0.8680032041380015;0.20000000000000107;54055.1;7.099999999999999;;;54289.7;7.199999999999999;;;2;1;2023;14;HIGH;1
FRA;2023Q3;54676.2;A;2020.0;7.400000000000001;0.27859138035699615;0.10000000000000142;54524.3;7.3;54055.1;7.099999999999999;54418.53333333333;7.266666666666667;;;2;2;2023;14;HIGH;1
FRA;2023Q4;54898.4;A;2020.0;7.566666666666666;0.4063925437393312;0.1666666666666652;54676.2;7.400000000000001;54524.3;7.3;54538.5;7.341666666666667;;;2;3;2023;14;HIGH;1
FRA;2024Q1;54963.7;A;2020.0;7.5;0.1189470002768589;-0.06666666666666643;54898.4;7.566666666666666;54676.2;7.400000000000001;54765.649999999994;7.441666666666667;1.6808774750208588;0.40000000000000124;2;4;2024;14;HIGH;1
FRA;2024Q2;55079.3;A;2020.0;7.433333333333334;0.2103206297974891;-0.06666666666666643;54963.7;7.5;54898.4;7.566666666666666;54904.4;7.4750000000000005;1.017894773522987;0.13333333333333375;2;5;2024;14;HIGH;1
FRA;2024Q3;55252.7;A;2020.0;7.5;0.31481881578014903;0.06666666666666643;55079.3;7.433333333333334;54963.7;7.5;55048.524999999994;7.5;1.054389295525282;0.09999999999999876;2;6;2024;14;HIGH;1
FRA;2024Q4;55182.3;A;2020.0;7.366666666666667;-0.12741458788437798;-0.13333333333333286;55252.7;7.5;55079.3;7.433333333333334;55119.5;7.45;0.5171371114640833;-0.1999999999999993;2;7;2024;14;HIGH;1
FRA;2025Q1;55208.3;A;2020.0;7.466666666666666;0.04711655730189612;0.09999999999999876;55182.3;7.366666666666667;55252.7;7.5;55180.649999999994;7.441666666666666;0.44502098657841493;-0.0333333333333341;2;8;2025;14;HIGH;1
FRA;2025Q2;55331.2;A;2020.0;7.6000000000000005;0.2226114551616254;0.13333333333333464;55208.3;7.466666666666666;55182.3;7.366666666666667;55243.625;7.483333333333333;0.45734059801050275;0.16666666666666696;2;9;2025;14;HIGH;1
FRA;2025Q3;55540.7;A;2020.0;7.8;0.37862905557803916;0.1999999999999993;55331.2;7.6000000000000005;55208.3;7.466666666666666;55315.625;7.558333333333334;0.5212414958907008;0.2999999999999998;2;10;2025;14;HIGH;1
FRA;2025Q4;55624.0;A;2020.0;8.0;0.149980104679992;0.20000000000000018;55540.7;7.8;55331.2;7.6000000000000005;55426.05;7.716666666666667;0.8004378215478392;0.6333333333333329;2;11;2025;14;HIGH;1
GBR;2023Q1;54571.9;A;2020.0;3.966666666666667;;;;;;;;;;;2;0;2023;15;HIGH;1
GBR;2023Q2;54417.6;A;2020.0;4.166666666666667;-0.282746248527177;0.20000000000000018;54571.9;3.966666666666667;;;54494.75;4.066666666666666;;;2;1;2023;15;HIGH;1
GBR;2023Q3;54137.9;A;2020.0;4.133333333333333;-0.5139881214901054;-0.0333333333333341;54417.6;4.166666666666667;54571.9;3.966666666666667;54375.799999999996;4.088888888888889;;;2;2;2023;15;HIGH;1
GBR;2023Q4;53815.9;A;2020.0;4.0;-0.5947774110188986;-0.13333333333333286;54137.9;4.133333333333333;54417.6;4.166666666666667;54235.825;4.066666666666666;;;2;3;2023;15;HIGH;1
GBR;2024Q1;54058.3;A;2020.0;4.3;0.4504245027956433;0.2999999999999998;53815.9;4.0;54137.9;4.133333333333333;54107.425;4.15;-0.9411437021617286;0.33333333333333304;2;4;2024;15;HIGH;1
GBR;2024Q2;54239.8;A;2020.0;4.266666666666667;0.33574862694534247;-0.033333333333333215;54058.3;4.3;53815.9;4.0;54062.975000000006;4.175;-0.3267325277116151;0.09999999999999964;2;5;2024;15;HIGH;1
GBR;2024Q3;54306.3;A;2020.0;4.233333333333333;0.12260369691627915;-0.033333333333333215;54239.8;4.266666666666667;54058.3;4.3;54105.075000000004;4.199999999999999;0.3110575031539886;0.10000000000000053;2;6;2024;15;HIGH;1
GBR;2024Q4;54499.7;A;2020.0;4.4;0.35612811036656034;0.16666666666666696;54306.3;4.233333333333333;54239.8;4.266666666666667;54276.02500000001;4.3;1.270628197242818;0.40000000000000036;2;7;2024;15;HIGH;1
GBR;2025Q1;54773.7;A;2020.0;4.5;0.5027550610370302;0.09999999999999964;54499.7;4.4;54306.3;4.233333333333333;54454.875;4.35;1.3233860480259096;0.20000000000000018;2;8;2025;15;HIGH;1
GBR;2025Q2;54810.4;A;2020.0;4.7;0.06700295944952472;0.20000000000000018;54773.7;4.5;54499.7;4.4;54597.525;4.458333333333334;1.0519950294801905;0.43333333333333357;2;9;2025;15;HIGH;1
GBR;2025Q3;54827.4;A;2020.0;4.966666666666666;0.031016011559859002;0.2666666666666657;54810.4;4.7;54773.7;4.5;54727.8;4.641666666666667;0.959557178448911;0.7333333333333325;2;10;2025;15;HIGH;1
GBR;2025Q4;54841.6;A;2020.0;5.166666666666667;0.025899459029599115;0.20000000000000107;54827.4;4.966666666666666;54810.4;4.7;54813.274999999994;4.833333333333333;0.6273429028049726;0.7666666666666666;2;11;2025;15;HIGH;1
GRC;2023Q1;34709.6;P;2020.0;11.033333333333333;;;;;;;;;;;1;0;2023;16;LOW;0
GRC;2023Q2;35109.6;P;2020.0;11.433333333333332;1.152418927328469;0.3999999999999986;34709.6;11.033333333333333;;;34909.6;11.233333333333333;;;1;1;2023;16;LOW;0
GRC;2023Q3;35024.5;P;2020.0;11.299999999999999;-0.24238384943149338;-0.13333333333333286;35109.6;11.433333333333332;34709.6;11.033333333333333;34947.9;11.255555555555555;;;1;2;2023;16;LOW;0
GRC;2023Q4;35275.4;P;2020.0;10.433333333333334;0.7163556938714288;-0.8666666666666654;35024.5;11.299999999999999;35109.6;11.433333333333332;35029.775;11.049999999999999;;;1;3;2023;16;LOW;0
GRC;2024Q1;35393.8;P;2020.0;11.266666666666666;0.335644670223445;0.8333333333333321;35275.4;10.433333333333334;35024.5;11.299999999999999;35200.825;11.108333333333333;1.9712125751953469;0.2333333333333325;1;4;2024;16;LOW;0
GRC;2024Q2;35809.9;P;2020.0;10.033333333333333;1.1756296300482028;-1.2333333333333325;35393.8;11.266666666666666;35275.4;10.433333333333334;35375.9;10.758333333333333;1.9946111604803418;-1.3999999999999986;1;5;2024;16;LOW;0
GRC;2024Q3;35929.1;P;2020.0;9.666666666666666;0.332868843532097;-0.36666666666666714;35809.9;10.033333333333333;35393.8;11.266666666666666;35602.05;10.35;2.5827634941255395;-1.6333333333333329;1;6;2024;16;LOW;0
GRC;2024Q4;36109.9;P;2020.0;9.6;0.5032132728067351;-0.06666666666666643;35929.1;9.666666666666666;35809.9;10.033333333333333;35810.675;10.141666666666666;2.365671260992075;-0.8333333333333339;1;7;2024;16;LOW;0
GRC;2025Q1;36301.2;P;2020.0;9.433333333333334;0.5297716138787267;-0.16666666666666607;36109.9;9.6;35929.1;9.666666666666666;36037.524999999994;9.683333333333334;2.563725850290144;-1.8333333333333321;1;8;2025;16;LOW;0
GRC;2025Q2;36432.1;P;2020.0;8.866666666666667;0.3605941401386259;-0.5666666666666664;36301.2;9.433333333333334;36109.9;9.6;36193.075;9.391666666666666;1.7375083426650173;-1.166666666666666;1;9;2025;16;LOW;0
GRC;2025Q3;36630.5;P;2020.0;8.766666666666666;0.5445747019798608;-0.10000000000000142;36432.1;8.866666666666667;36301.2;9.433333333333334;36368.424999999996;9.166666666666668;1.952178039527852;-0.9000000000000004;1;10;2025;16;LOW;0
GRC;2025Q4;36869.7;P;2020.0;8.566666666666666;0.6530077394520939;-0.1999999999999993;36630.5;8.766666666666666;36432.1;8.866666666666667;36558.375;8.908333333333333;2.104132107815304;-1.0333333333333332;1;11;2025;16;LOW;0
HRV;2023Q1;37159.385172198;A;2020.0;6.333333333333333;;;;;;;;;;;2;0;2023;17;LOW;0
HRV;2023Q2;37853.44189945;A;2020.0;6.133333333333333;1.8677831294455327;-0.20000000000000018;37159.385172198;6.333333333333333;;;37506.413535824;6.2333333333333325;;;2;1;2023;17;LOW;0
HRV;2023Q3;37844.593854475;A;2020.0;6.066666666666666;-0.023374479389492997;-0.06666666666666643;37853.44189945;6.133333333333333;37159.385172198;6.333333333333333;37619.14030870767;6.177777777777777;;;2;2;2023;17;LOW;0
HRV;2023Q4;38459.455619309;A;2020.0;5.7;1.6247017135349484;-0.36666666666666625;37844.593854475;6.066666666666666;37853.44189945;6.133333333333333;37829.219136358006;6.058333333333334;;;2;3;2023;17;LOW;0
HRV;2024Q1;38597.924349456;P;2020.0;5.366666666666667;0.36003819585390673;-0.33333333333333304;38459.455619309;5.7;37844.593854475;6.066666666666666;38188.8539306725;5.816666666666666;3.871267435108927;-0.9666666666666659;1;4;2024;17;LOW;0
HRV;2024Q2;38998.220613159;P;2020.0;5.166666666666667;1.0370927205276992;-0.20000000000000018;38597.924349456;5.366666666666667;38459.455619309;5.7;38475.04860909975;5.575;3.0242394251753124;-0.9666666666666659;1;5;2024;17;LOW;0
HRV;2024Q3;39388.391564438;P;2020.0;5.033333333333333;1.0004839839983681;-0.13333333333333375;38998.220613159;5.166666666666667;38597.924349456;5.366666666666667;38860.9980365905;5.316666666666667;4.079308436759588;-1.0333333333333332;1;6;2024;17;LOW;0
HRV;2024Q4;39625.260218661;P;2020.0;4.9;0.6013666585889643;-0.13333333333333286;39388.391564438;5.033333333333333;38998.220613159;5.166666666666667;39152.4491864285;5.116666666666667;3.0312561126494275;-0.7999999999999998;1;7;2024;17;LOW;0
HRV;2025Q1;39981.583606851;P;2020.0;4.966666666666667;0.8992329292570655;0.06666666666666643;39625.260218661;4.9;39388.391564438;5.033333333333333;39498.36400077725;5.016666666666667;3.5848022418710768;-0.40000000000000036;1;8;2025;17;LOW;0
HRV;2025Q2;40228.971042541;P;2020.0;4.833333333333333;0.6187534694038765;-0.13333333333333375;39981.583606851;4.966666666666667;39625.260218661;4.9;39806.051608122754;4.933333333333334;3.155914321297826;-0.3333333333333339;1;9;2025;17;LOW;0
HRV;2025Q3;40387.431570291;P;2020.0;4.866666666666667;0.3938965468006428;0.0333333333333341;40228.971042541;4.833333333333333;39981.583606851;4.966666666666667;40055.811609586;4.8916666666666675;2.5363818276727734;-0.16666666666666607;1;10;2025;17;LOW;0
HRV;2025Q4;40850.897090627;P;2020.0;4.733333333333333;1.1475488841853565;-0.13333333333333375;40387.431570291;4.866666666666667;40228.971042541;4.833333333333333;40362.220827577505;4.85;3.0930695854176404;-0.16666666666666696;1;11;2025;17;LOW;0
HUN;2023Q1;39447.8;A;2020.0;3.9;;;;;;;;;;;2;0;2023;18;LOW;0
HUN;2023Q2;39483.1;A;2020.0;4.0;0.08948534519033213;0.10000000000000009;39447.8;3.9;;;39465.45;3.95;;;2;1;2023;18;LOW;0
HUN;2023Q3;40042.0;A;2020.0;4.1000000000000005;1.415542345965748;0.10000000000000053;39483.1;4.0;39447.8;3.9;39657.63333333333;4.0;;;2;2;2023;18;LOW;0
HUN;2023Q4;40068.3;A;2020.0;4.3;0.0656810349133563;0.1999999999999993;40042.0;4.1000000000000005;39483.1;4.0;39760.3;4.075;;;2;3;2023;18;LOW;0
HUN;2024Q1;40168.1;A;2020.0;4.3;0.24907470494131;0.0;40068.3;4.3;40042.0;4.1000000000000005;39940.375;4.175;1.8259573410937868;0.3999999999999999;2;4;2024;18;LOW;0
HUN;2024Q2;40158.1;A;2020.0;4.3;-0.02489537717741408;0.0;40168.1;4.3;40068.3;4.3;40109.125;4.25;1.7095922052726253;0.2999999999999998;2;5;2024;18;LOW;0
HUN;2024Q3;40100.4;A;2020.0;4.3999999999999995;-0.14368209651351993;0.09999999999999964;40158.1;4.3;40168.1;4.3;40123.725;4.325;0.1458468607961727;0.29999999999999893;2;6;2024;18;LOW;0
HUN;2024Q4;40269.4;A;2020.0;4.466666666666667;0.4214421801278734;0.06666666666666732;40100.4;4.3999999999999995;40158.1;4.3;40174.0;4.366666666666666;0.5018930176723169;0.16666666666666696;2;7;2024;18;LOW;0
HUN;2025Q1;40245.7;P;2020.0;4.266666666666667;-0.0588536208634971;-0.20000000000000018;40269.4;4.466666666666667;40100.4;4.3999999999999995;40193.4;4.358333333333333;0.19318812689670395;-0.033333333333333215;1;8;2025;18;LOW;0
HUN;2025Q2;40549.8;P;2020.0;4.333333333333333;0.755608673721686;0.06666666666666643;40245.7;4.266666666666667;40269.4;4.466666666666667;40291.325;4.366666666666666;0.9753947522417761;0.033333333333333215;1;9;2025;18;LOW;0
HUN;2025Q3;40660.5;P;2020.0;4.366666666666666;0.27299764733734744;0.033333333333333215;40549.8;4.333333333333333;40245.7;4.266666666666667;40431.35;4.358333333333333;1.3967441721279616;-0.033333333333333215;1;10;2025;18;LOW;0
HUN;2025Q4;40784.4;P;2020.0;4.466666666666667;0.3047183384365715;0.10000000000000053;40660.5;4.366666666666666;40549.8;4.333333333333333;40560.100000000006;4.358333333333333;1.2788866980883773;0.0;1;11;2025;18;LOW;0
IRL;2023Q1;115864.3;A;2020.0;4.2;;;;;;;;;;;2;0;2023;19;HIGH;1
IRL;2023Q2;115548.8;A;2020.0;4.166666666666667;-0.27230130419809706;-0.033333333333333215;115864.3;4.2;;;115706.55;4.183333333333334;;;2;1;2023;19;HIGH;1
IRL;2023Q3;112686.8;A;2020.0;4.3999999999999995;-2.4768755711872426;0.2333333333333325;115548.8;4.166666666666667;115864.3;4.2;114699.96666666667;4.2555555555555555;;;2;2;2023;19;HIGH;1
IRL;2023Q4;108684.9;A;2020.0;4.466666666666667;-3.5513476290035872;0.06666666666666732;112686.8;4.3999999999999995;115548.8;4.166666666666667;113196.2;4.308333333333334;;;2;3;2023;19;HIGH;1
IRL;2024Q1;111281.0;A;2020.0;4.266666666666667;2.3886482850883572;-0.20000000000000018;108684.9;4.466666666666667;112686.8;4.3999999999999995;112050.375;4.325;-3.955748233062295;0.06666666666666643;2;4;2024;19;HIGH;1
IRL;2024Q2;109940.3;A;2020.0;4.4;-1.2047878793325029;0.13333333333333375;111281.0;4.266666666666667;108684.9;4.466666666666667;110648.25;4.383333333333333;-4.8537933756127245;0.2333333333333334;2;5;2024;19;HIGH;1
IRL;2024Q3;116097.7;A;2020.0;4.233333333333333;5.600676003249028;-0.16666666666666696;109940.3;4.4;111281.0;4.266666666666667;111500.97499999999;4.341666666666667;3.026885136502222;-0.16666666666666607;2;6;2024;19;HIGH;1
IRL;2024Q4;119635.5;A;2020.0;4.333333333333333;3.047261056851247;0.09999999999999964;116097.7;4.233333333333333;109940.3;4.4;114238.625;4.308333333333334;10.07554867327476;-0.13333333333333375;2;7;2024;19;HIGH;1
IRL;2025Q1;129660.4;A;2020.0;4.433333333333334;8.379536174463254;0.10000000000000053;119635.5;4.333333333333333;116097.7;4.233333333333333;118833.475;4.35;16.51620671992522;0.16666666666666696;2;8;2025;19;HIGH;1
IRL;2025Q2;127893.5;A;2020.0;4.633333333333333;-1.3627136735657075;0.1999999999999993;129660.4;4.433333333333334;119635.5;4.333333333333333;123321.775;4.408333333333333;16.329953620283;0.2333333333333325;2;9;2025;19;HIGH;1
IRL;2025Q3;126951.9;A;2020.0;5.0;-0.736237572667886;0.36666666666666714;127893.5;4.633333333333333;129660.4;4.433333333333334;126035.325;4.6;9.349194686888707;0.7666666666666666;2;10;2025;19;HIGH;1
IRL;2025Q4;121369.5;A;2020.0;4.666666666666667;-4.397255968599123;-0.33333333333333304;126951.9;5.0;127893.5;4.633333333333333;126468.825;4.683333333333334;1.4494025602768357;0.3333333333333339;2;11;2025;19;HIGH;1
ISL;2023Q1;66198.4;P;2020.0;3.4;;;;;;;;;;;1;0;2023;20;HIGH;1
ISL;2023Q2;67387.8;P;2020.0;3.4333333333333336;1.7967201624208506;0.03333333333333366;66198.4;3.4;;;66793.1;3.416666666666667;;;1;1;2023;20;HIGH;1
ISL;2023Q3;64683.6;P;2020.0;3.5;-4.012892541379898;0.06666666666666643;67387.8;3.4333333333333336;66198.4;3.4;66089.93333333333;3.4444444444444446;;;1;2;2023;20;HIGH;1
ISL;2023Q4;64843.5;P;2020.0;3.533333333333333;0.24720330964882464;0.033333333333333215;64683.6;3.5;67387.8;3.4333333333333336;65778.325;3.466666666666667;;;1;3;2023;20;HIGH;1
