REF_AREA;QUARTER;GDP_PER_CAPITA_USD_PPP;OBS_STATUS;REF_YEAR_PRICE;UNE_RATE_PCT
KOR;2024Q2;53508.2;E;2020.0;2.7999999999999994
KOR;2025Q2;54049.0;E;2020.0;2.7000000000000006
KOR;2024Q1;53580.6;E;2020.0;2.766666666666667
KOR;2023Q4;53067.6;E;2020.0;2.733333333333333
KOR;2023Q3;52716.8;E;2020.0;2.8000000000000003
KOR;2023Q2;52236.6;E;2020.0;2.566666666666667
KOR;2023Q1;51889.9;E;2020.0;2.7000000000000006
KOR;2025Q4;54712.9;E;2020.0;2.9333333333333336
KOR;2025Q1;53665.2;E;2020.0;2.7999999999999994
KOR;2025Q3;54796.4;E;2020.0;2.733333333333333
HRV;2024Q4;39625.260218661;P;2020.0;4.9
HRV;2024Q3;39388.391564438;P;2020.0;5.033333333333333
HRV;2024Q2;38998.220613159;P;2020.0;5.166666666666667
HRV;2025Q1;39981.583606851;P;2020.0;4.966666666666667
HRV;2024Q1;38597.924349456;P;2020.0;5.366666666666667
HRV;2025Q4;40850.897090627;P;2020.0;4.733333333333333
HRV;2025Q3;40387.431570291;P;2020.0;4.866666666666667
HRV;2025Q2;40228.971042541;P;2020.0;4.833333333333333
ESP;2023Q3;44840.1;P;2020.0;12.0
ESP;2023Q2;44618.6;P;2020.0;12.0
ESP;2023Q1;44641.2;P;2020.0;12.833333333333334
ESP;2025Q2;46627.1;P;2020.0;10.566666666666666
ESP;2024Q4;46242.8;P;2020.0;10.833333333333334
ESP;2025Q1;46396.1;P;2020.0;10.833333333333334
ESP;2025Q4;47028.1;P;2020.0;10.2
ESP;2024Q3;45994.1;P;2020.0;11.266666666666666
ESP;2024Q2;45757.3;P;2020.0;11.566666666666668
ESP;2024Q1;45432.5;P;2020.0;11.766666666666666
ESP;2023Q4;45050.2;P;2020.0;11.966666666666667
ESP;2025Q3;46814.7;P;2020.0;10.5
POL;2025Q2;44579.7;P;2020.0;3.0666666666666664
POL;2025Q1;44182.0;P;2020.0;3.1666666666666665
POL;2025Q4;45593.1;P;2020.0;3.1666666666666665
POL;2025Q3;45099.4;P;2020.0;3.1666666666666665
MEX;2025Q2;21728.4;P;2020.0;2.696854
MEX;2025Q1;21680.9;P;2020.0;2.5802726666666667
MEX;2024Q4;21569.7;P;2020.0;2.607165333333333
MEX;2024Q3;21834.4;P;2020.0;2.7392646666666667
MEX;2024Q2;21626.2;P;2020.0;2.712621
MEX;2024Q1;21674.6;P;2020.0;2.6270623333333334
GRC;2025Q3;36630.5;P;2020.0;8.766666666666666
GRC;2025Q2;36432.1;P;2020.0;8.866666666666667
PRT;2024Q3;41128.2;P;2020.0;6.433333333333334
PRT;2025Q1;41350.3;P;2020.0;6.3
PRT;2024Q2;41172.3;P;2020.0;6.466666666666666
PRT;2024Q1;41062.6;P;2020.0;6.433333333333334
PRT;2024Q4;41489.2;P;2020.0;6.533333333333334
PRT;2025Q4;41872.4;P;2020.0;5.7
PRT;2025Q3;41570.3;P;2020.0;6.0
PRT;2025Q2;41425.1;P;2020.0;6.166666666666667
MEX;2023Q3;21642.6;P;2020.0;2.766870666666667
MEX;2023Q2;21509.8;P;2020.0;2.846890666666667
MEX;2025Q4;21799.1;P;2020.0;2.634201
MEX;2025Q3;21683.4;P;2020.0;2.6744056666666665
MEX;2023Q1;21372.4;P;2020.0;2.8005506666666666
LUX;2025Q1;119162.5;P;2020.0;6.5
LUX;2025Q2;119477.2;P;2020.0;6.466666666666666
BGR;2025Q1;31446.3;P;2020.0;3.533333333333333
BGR;2025Q4;32265.8;P;2020.0;3.3000000000000003
BGR;2025Q3;31984.2;P;2020.0;3.733333333333333
BGR;2025Q2;31737.8;P;2020.0;3.533333333333333
ROU;2024Q1;36889.7;P;2020.0;5.266666666666667
NLD;2024Q2;68025.2;P;2020.0;3.6333333333333333
ISL;2023Q2;67387.8;P;2020.0;3.4333333333333336
ISL;2023Q1;66198.4;P;2020.0;3.4
ISL;2025Q4;63373.2;P;2020.0;5.166666666666667
ISL;2025Q3;64083.1;P;2020.0;4.5
ISL;2025Q2;63475.9;P;2020.0;4.1000000000000005
DEU;2024Q2;60960.5;P;2020.0;3.4
BEL;2025Q3;62406.5;P;2020.0;6.166666666666667
ROU;2024Q2;36712.9;P;2020.0;5.233333333333333
ROU;2025Q1;37188.0;P;2020.0;6.1000000000000005
ROU;2024Q4;37296.7;P;2020.0;5.666666666666667
ROU;2024Q3;36953.8;P;2020.0;5.666666666666667
ROU;2025Q4;36774.1;P;2020.0;6.166666666666667
ROU;2025Q3;37502.5;P;2020.0;6.0
ROU;2025Q2;37517.6;P;2020.0;6.166666666666667
